DATE;1 WEEK;2 WEEK;3 WEEK;1 MONTH;2 MONTH;3 MONTH;4 MONTH;5 MONTH;6 MONTH;7 MONTH;8 MONTH;9 MONTH;10 MONTH;11 MONTH;12 MONTH
10/20/04;2 079;2 085;2 086;2 089;2 102;2 144;2 153;2 163;2 175;2 185;2 199;2 215;2 231;2 249;2 273
10/19/04;2 076;2 084;2 086;2 088;2 101;2 144;2 154;2 163;2 178;2 193;2 207;2 226;2 247;2 266;2,29
10/18/04;2 074;2 082;2 082;2 085;2 101;2 145;2 153;2 162;2 175;2 189;2 203;2,22;2,24;2 258;2 282
10/15/04;2 074;2 082;2 082;2 085;2 102;2 146;2 159;2 169;2 184;2 199;2 215;2 235;2 256;2 276;2,3
10/14/04;2 074;2 081;2 082;2 084;2 101;2 147;2 157;2 167;2 184;2 199;2 217;2 237;2 257;2 277;2 301
10/13/04;2 075;2 075;2,08;2 084;2 101;2 148;2,16;2 171;2 186;2 205;2 224;2 246;2 268;2 288;2 317
10.12.04;2 073;2 073;2 079;2 082;2 099;2 146;2 156;2 166;2 186;2 204;2,22;2 243;2 266;2 288;2 314
10.11.04;2 074;2 074;2 079;2 083;2 099;2 146;2 155;2 166;2 187;2 207;2 227;2 252;2 276;2 297;2 324
10.08.04;2 076;2 076;2 081;2 084;2,1;2 149;2 161;2 175;2,2;2 223;2 245;2 273;2 301;2 325;2 355
10.07.04;2 092;2 086;2 084;2 085;2,1;2,15;2 167;2 185;2 214;2 243;2 268;2 298;2 329;2 355;2 388
10.06.04;2 117;2 098;2 088;2 086;2,1;2,15;2 166;2 182;2 211;2 235;2 262;2 292;2 322;2 347;2 378
10.05.04;2 093;2 081;2 081;2 083;2 096;2 149;2 166;2 184;2 209;2 239;2 264;2 295;2 327;2 354;2 385
10.04.04;2 077;2 074;2 074;2,08;2 095;2 149;2 165;2 181;2 207;2 234;2 262;2 292;2 322;2 348;2 377
10.01.04;2 072;2 071;2 072;2 079;2 096;2 148;2 166;2 182;2 208;2 235;2 259;2 288;2 317;2 344;2 372
09/30/04;2 072;2 072;2 073;2,08;2 096;2,15;2,17;2 186;2 212;2 242;2 272;2 302;2 333;2 362;2 392
09/29/04;2 073;2 073;2 074;2 081;2 096;2 149;2 168;2 184;2 209;2 237;2 263;2 292;2 323;2 353;2 385
09/28/04;2 075;2 073;2 073;2 081;2 096;2 116;2 157;2 175;2,2;2 229;2 255;2 284;2 314;2 342;2,37
09/27/04;2 075;2 074;2 073;2 081;2 096;2 116;2 161;2 179;2 204;2 234;2 263;2,29;2 321;2 348;2 379
09/24/04;2 075;2 074;2 074;2 081;2 096;2 116;2 159;2 181;2 204;2 235;2 264;2 291;2 322;2 352;2 377
09/23/04;2 077;2 073;2 073;2,08;2 096;2 116;2 156;2 175;2,2;2 229;2 255;2 282;2 312;2 342;2,37
09/22/04;2 076;2 072;2 073;2 081;2 096;2 116;2 159;2 182;2 205;2 238;2 265;2 294;2 327;2 356;2 387
09/21/04;2 063;2 072;2 072;2,08;2 095;2 116;2 159;2 182;2 204;2 239;2 265;2 295;2 332;2,36;2 388
09/20/04;2 064;2 072;2 073;2 079;2 095;2 115;2,16;2 182;2 204;2 237;2 264;2 293;2 324;2 354;2 385
09/17/04;2 064;2 072;2 073;2 079;2 096;2 116;2 158;2 179;2 203;2 234;2 262;2 288;2 318;2 347;2 372
09/16/04;2 065;2 072;2 072;2 078;2 095;2 116;2,16;2 182;2 206;2 241;2 274;2 304;2 339;2 375;2 404
09/15/04;2 064;2 071;2 072;2 076;2 096;2 116;2 157;2 182;2 202;2 236;2 265;2 289;2 325;2 355;2 388
09/14/04;2 063;2 064;2 072;2 077;2 096;2 116;2 159;2 185;2 205;2 241;2 268;2 298;2 333;2 364;2 394
09/13/04;2 064;2 064;2 071;2 076;2 095;2 116;2,16;2 186;2 207;2 242;2 273;2 302;2 337;2 371;2 405
09.10.04;2 064;2 064;2 071;2 076;2 095;2 116;2 157;2 181;2,2;2 234;2 261;2 287;2 322;2 354;2 384
09.09.04;2 062;2 063;2,07;2 075;2 095;2 116;2 157;2 182;2 204;2 235;2 265;2 294;2 327;2 362;2 395
09.08.04;2 062;2 064;2,07;2 075;2 095;2 115;2,16;2 189;2 214;2 251;2 283;2 313;2 352;2 391;2 427
09.07.04;2 063;2 064;2 066;2 075;2 095;2 116;2 155;2 181;2 202;2 233;2 263;2 289;2 324;2 356;2 388
09.06.04;2 063;2 064;2 066;2 075;2 096;2 116;2 159;2 185;2 207;2,24;2 271;2 297;2 333;2 367;2 399
09.03.04;2 058;2 063;2 066;2 075;2 094;2 114;2 149;2 171;2 188;2 211;2 239;2 261;2 289;2 319;2 347
09.02.04;2 059;2 064;2 066;2 075;2 095;2 111;2 137;2 153;2 165;2 181;2 199;2 214;2 238;2,26;2 284
09.01.04;2 066;2 067;2 068;2 076;2 095;2 115;2 133;2 146;2 162;2 177;2 191;2 205;2 227;2 251;2 275
08/31/04;2 069;2 069;2,07;2 076;2 094;2 115;2 134;2 154;2 166;2 186;2 201;2 219;2 245;2 269;2 296
08/30/04;2 072;2 073;2 073;2 077;2 095;2 115;2 134;2 158;2 171;2 189;2 204;2 224;2,25;2 274;2 304
08/27/04;2 073;2 073;2 073;2 076;2 096;2 115;2,13;2 153;2 166;2 184;2 198;2 217;2 239;2 261;2,29
08/26/04;2 072;2 073;2 073;2 077;2 095;2 116;2 134;2 155;2,17;2 187;2 205;2 225;2,25;2 277;2 306
08/25/04;2 072;2 072;2 072;2 077;2 095;2 115;2 133;2 156;2 172;2 189;2 205;2 225;2 252;2 279;2 308
08/24/04;2 072;2 072;2 073;2 076;2 095;2 115;2 134;2 156;2 173;2 191;2,21;2 232;2 257;2 285;2 315
08/23/04;2 071;2 072;2 073;2 077;2 094;2 114;2 133;2 149;2 163;2 178;2 193;2 211;2 233;2 258;2 285
08/20/04;2 064;2 068;2,07;2 077;2 094;2 114;2,13;2 147;2 161;2 172;2 185;2,2;2 221;2 246;2,27
08/19/04;2 063;2 066;2,07;2 079;2 096;2 114;2,13;2 148;2 162;2 173;2 193;2 213;2 233;2 261;2 285
08/18/04;2 064;2 066;2,07;2 081;2 094;2 114;2 131;2 144;2 161;2 169;2 184;2 202;2 223;2 242;2 272
08/17/04;2 063;2 066;2 069;2,08;2 094;2 113;2 131;2 146;2 161;2 172;2 191;2 208;2 229;2 252;2 282
08/16/04;2 063;2 065;2,07;2,08;2 095;2 113;2 129;2 147;2 156;2 165;2 183;2,2;2,22;2 237;2 268
08/13/04;2 064;2 064;2,07;2 079;2 095;2 112;2 129;2 149;2 159;2 167;2 186;2 204;2 225;2 246;2 276
08.12.04;2 064;2 064;2 069;2 078;2 096;2 114;2 131;2 152;2 166;2 176;2 199;2 219;2,24;2 265;2 295
08.11.04;2 063;2 064;2 068;2 079;2 096;2 113;2 133;2 151;2 168;2 178;2 199;2 219;2,24;2 264;2 298
08.10.04;2 064;2 064;2 066;2 075;2 095;2 112;2,13;2 148;2 163;2 177;2,19;2 209;2 227;2 254;2 284
08.09.04;2 062;2 062;2 064;2 072;2 096;2 112;2 129;2 144;2 158;2 166;2 181;2 199;2 224;2 248;2,28
08.06.04;2,05;2 055;2 062;2 074;2 101;2 115;2 132;2 154;2 177;2 186;2 208;2 234;2 261;2 288;2 322
08.05.04;2 049;2 056;2 063;2 077;2 101;2 116;2 134;2 158;2 186;2 199;2 223;2 249;2,28;2 309;2 344
08.04.04;2 072;2 069;2 069;2 076;2 101;2 116;2 134;2 156;2 185;2 198;2 223;2,25;2 281;2 309;2 348
08.03.04;2 071;2 069;2 069;2 075;2 101;2 116;2 134;2 158;2 191;2 206;2 233;2 263;2 293;2 324;2 363
08.02.04;2 065;2 065;2 067;2 075;2 101;2 115;2 134;2 158;2 185;2,2;2 225;2 253;2 284;2 314;2 353
07/30/04;2 068;2 067;2 069;2 076;2 101;2 116;2 136;2 167;2 201;2 216;2 248;2 276;2 312;2 348;2 387
07/29/04;2 069;2 068;2,07;2 075;2 102;2 118;2 142;2 171;2 211;2 229;2 264;2 295;2 334;2 373;2 412
07/28/04;2 081;2 078;2 078;2 079;2 102;2 118;2 143;2,17;2 215;2 233;2 266;2,3;2 342;2 378;2 418
07/27/04;2 079;2 078;2 077;2 079;2 101;2 117;2 141;2 168;2 209;2 226;2 255;2,29;2 325;2 361;2 404
07/26/04;2,08;2 079;2 078;2 079;2 101;2 117;2 138;2 161;2 202;2 221;2 245;2 275;2 311;2 342;2 382
07/23/04;2,08;2 079;2 077;2 078;2,1;2,12;2 138;2 161;2 201;2 222;2 246;2 275;2 305;2 342;2,38
07/22/04;2 079;2 078;2 076;2 078;2 097;2,12;2 138;2 162;2 203;2 225;2 249;2 278;2 309;2 342;2 378
07/21/04;2 064;2 076;2 074;2 074;2 095;2,12;2 136;2 156;2 195;2 212;2 235;2 265;2 294;2 325;2 365
07/20/04;2 064;2 075;2 073;2 074;2 094;2 115;2 131;2 147;2 176;2,19;2 209;2 232;2 259;2 286;2,32
07/19/04;2 064;2 075;2 074;2 074;2 095;2 115;2 133;2,15;2 181;2 196;2 212;2 236;2 261;2 286;2 321
07/16/04;2 064;2 073;2 073;2 075;2 094;2 115;2 133;2 153;2 186;2 206;2 228;2 255;2 287;2 322;2,36
07/15/04;2 063;2 071;2 072;2 075;2 094;2 115;2 131;2 153;2 187;2 205;2 225;2 255;2 287;2,32;2 357
07/14/04;2 063;2 063;2 072;2 076;2 094;2 115;2,13;2 147;2 183;2 199;2 218;2 248;2 278;2 308;2 348
07/13/04;2 063;2 064;2 072;2 074;2 094;2 115;2 128;2 149;2 185;2,2;2 215;2 248;2 277;2 309;2 348
07.12.04;2 064;2 064;2 072;2 074;2 094;2 114;2 127;2 142;2 176;2 191;2 205;2 234;2 263;2 292;2 332
07.09.04;2 063;2 064;2 074;2 075;2 094;2 114;2 126;2 138;2 176;2 191;2 204;2 231;2 259;2 293;2 331
07.08.04;2 063;2 064;2 071;2 075;2 094;2 114;2 126;2 137;2 175;2 188;2 203;2 231;2 259;2 291;2,33
07.07.04;2 064;2 064;2 066;2 074;2 094;2 114;2 126;2 138;2 174;2 189;2 208;2 238;2 267;2 303;2 343
07.06.04;2 066;2 066;2 067;2 074;2 094;2 115;2 126;2,14;2 166;2 184;2 204;2 233;2 262;2 294;2 335
07.05.04;2 071;2 071;2 071;2 075;2 094;2 114;2 126;2 141;2 169;2 183;2 203;2 234;2 265;2 298;2 339
07.02.04;2 071;2 071;2 071;2 075;2 094;2 116;2 131;2 148;2 177;2 197;2 219;2 252;2 287;2 323;2 366
07.01.04;2 069;2,07;2,07;2 074;2 094;2 116;2 133;2 149;2 184;2 206;2 233;2 268;2 305;2 341;2 387
06/30/04;2 069;2 072;2 072;2 075;2 094;2,12;2 136;2 159;2 195;2 224;2 254;2 295;2 339;2,38;2 426
06/29/04;2 073;2 072;2 072;2 074;2 095;2 123;2 142;2,16;2 199;2 233;2 258;2 302;2,34;2,38;2 426
06/28/04;2 088;2 078;2 074;2 075;2 095;2 121;2 133;2 156;2 185;2 218;2 241;2 276;2 308;2 346;2 387
06/25/04;2 088;2 078;2 074;2 075;2 094;2 122;2 135;2 159;2 185;2 221;2 243;2 277;2 309;2 344;2 384
06/24/04;2 083;2 076;2 074;2 075;2 095;2 122;2,14;2 166;2 196;2 231;2,26;2 296;2 333;2 372;2 413
06/23/04;2 083;2 077;2 074;2 076;2 096;2 123;2 145;2 174;2 209;2 244;2 276;2 316;2 354;2 394;2 439
06/22/04;2 082;2 076;2 073;2 077;2 095;2 123;2 145;2 174;2 205;2 246;2 276;2 314;2 356;2 394;2 438
06/21/04;2 054;2 076;2 073;2 078;2 096;2 124;2 148;2 175;2 211;2 251;2 281;2 321;2 361;2 401;2 448
06/18/04;2 055;2 074;2 074;2 079;2 096;2 123;2 145;2 175;2 207;2 251;2 281;2 318;2 357;2,4;2 445
06/17/04;2 055;2 069;2 076;2 082;2 101;2 122;2,15;2 179;2 212;2 254;2 289;2 329;2 371;2 415;2 463
06/16/04;2 055;2 069;2 076;2 082;2 101;2 119;2,14;2 164;2 198;2 225;2 252;2 285;2 323;2 359;2 404
06/15/04;2 056;2 066;2 072;2 082;2 096;2 121;2 153;2 184;2 214;2 263;2 299;2,34;2 396;2 439;2 479
06/14/04;2 055;2 059;2 071;2 079;2 094;2 115;2 157;2 191;2 214;2 261;2 298;2 337;2 382;2 418;2 471
06.11.04;2 054;2 058;2,07;2 078;2 093;2 112;2 148;2 177;2 199;2,24;2,28;2 312;2 345;2,39;2 426
06.10.04;2 054;2 058;2 069;2 077;2 093;2 109;2 132;2 155;2 178;2 211;2 247;2 281;2 313;2 349;2 386
06.09.04;2 056;2 059;2 068;2 077;2,09;2 103;2 125;2 147;2 165;2 194;2 227;2 251;2 285;2 317;2 352
06.08.04;2 056;2 061;2 067;2 077;2 089;2 102;2 124;2 147;2 164;2 196;2 229;2 252;2 286;2 316;2 351
06.07.04;2 066;2 066;2 068;2 078;2 089;2 102;2 126;2 151;2 169;2 202;2 236;2 262;2 299;2 329;2 363
06.04.04;2 086;2 074;2 074;2 075;2 086;2 101;2 125;2 152;2,17;2 203;2 235;2 261;2 294;2 326;2 361
06.03.04;2 072;2 067;2 066;2 074;2 083;2 096;2 121;2 146;2 167;2 199;2 232;2 261;2 296;2 328;2 366
06.02.04;2 062;2 062;2 062;2 067;2 077;2 089;2 114;2 136;2 153;2 181;2 213;2,24;2,27;2 301;2 337
06.01.04;2 055;2 055;2 055;2 064;2 075;2 087;2 113;2 136;2 151;2,18;2 211;2 237;2 267;2 298;2 332
05/31/04;2 055;2 055;2 055;2 063;2 075;2 087;2 104;2 125;2 142;2 164;2 193;2 219;2 247;2 276;2 307
05/28/04;2 054;2 054;2 055;2 063;2 074;2 087;2 103;2 119;2 134;2 155;2 181;2 202;2,23;2 256;2 286
05/27/04;2 054;2 054;2 055;2 063;2 074;2 087;2 103;2 122;2 141;2 162;2 189;2 213;2 241;2,27;2 304
05/26/04;2 054;2 054;2 055;2 063;2 075;2,09;2,11;2 129;2 146;2 171;2 203;2 231;2,26;2 289;2 324
05/25/04;2 054;2 054;2 055;2 063;2 075;2 092;2 112;2,13;2 147;2 171;2 202;2,23;2 258;2 293;2 323
05/24/04;2 053;2 052;2 054;2 063;2 075;2 093;2 115;2 135;2 154;2 181;2 214;2 246;2 276;2 309;2 344
05/21/04;2 051;2 052;2 054;2 061;2 074;2,09;2 109;2 125;2 144;2 166;2 191;2 217;2 247;2 279;2 313
05/20/04;2 048;2 053;2 055;2 062;2 075;2 091;2 115;2 131;2 149;2 175;2 201;2,23;2,26;2 293;2 333
05/19/04;2 049;2 054;2 054;2 062;2 074;2 091;2 112;2 129;2 146;2,17;2 197;2 225;2 254;2 285;2 321
05/18/04;2,05;2 054;2 055;2 062;2 075;2 091;2 112;2 123;2 142;2 163;2,19;2 217;2 244;2 275;2 308
05/17/04;2,05;2 054;2 055;2 062;2 075;2,09;2,11;2 123;2 135;2 159;2,18;2 207;2 231;2,26;2 292
05/14/04;2 048;2 051;2 054;2 063;2 078;2 094;2,12;2 142;2 164;2,19;2 221;2,25;2 283;2 319;2 356
05/13/04;2 048;2 049;2 054;2 063;2 075;2 093;2 119;2 136;2 153;2 177;2 209;2 239;2 271;2 301;2 335
05.12.04;2 047;2 048;2 051;2 059;2 073;2 084;2 107;2 125;2,14;2 158;2 188;2 216;2 245;2 273;2 309
05.11.04;2 047;2 047;2 051;2 063;2 074;2 085;2 112;2 132;2 147;2 165;2 196;2 227;2 257;2 285;2 319
05.10.04;2 044;2 046;2,05;2 061;2 073;2 086;2 109;2 127;2 143;2 162;2 192;2 224;2 252;2 278;2 313
05.07.04;2 024;2 036;2 046;2 056;2 069;2 081;2 101;2 114;2 126;2 143;2 168;2 191;2 216;2 241;2 274
05.06.04;2 056;2 056;2 056;2 057;2 064;2 074;2 083;2 092;2 099;2 112;2 132;2 154;2 175;2 197;2 222
05.05.04;2 061;2 061;2 059;2 059;2 064;2 072;2 081;2,09;2 097;2 107;2 127;2 146;2 166;2 186;2,21
05.04.04;2 054;2 054;2 054;2 056;2 064;2 073;2 082;2 091;2 103;2 115;2 135;2 157;2 179;2,2;2 223
05.03.04;2 054;2 054;2 055;2 056;2 064;2 072;2 081;2 091;2 105;2 119;2 139;2 162;2 185;2 206;2,23
04/30/04;2 055;2 054;2 054;2 056;2 063;2 073;2 082;2 093;2 106;2 123;2 144;2 165;2 188;2 213;2 239
04/29/04;2 062;2 058;2 056;2 056;2 062;2 072;2 082;2 094;2 111;2 126;2 144;2 174;2 197;2 224;2,25
04/28/04;2 061;2 056;2 054;2 055;2 055;2 064;2 072;2 082;2 094;2 106;2 124;2 148;2 168;2 192;2 214
04/27/04;2 059;2 056;2 055;2 055;2 055;2 063;2 071;2 081;2 091;2 104;2 124;2 147;2 166;2 186;2 209
04/26/04;2 056;2 054;2 054;2 054;2 056;2 064;2 072;2 084;2 096;2,11;2 131;2 156;2 179;2 201;2 226
04/23/04;2 055;2 054;2 053;2 053;2 054;2 056;2 063;2 065;2,07;2 077;2 091;2 112;2,13;2 147;2 169
04/22/04;2 054;2 053;2 053;2 054;2 055;2 059;2 064;2 071;2 079;2 092;2 109;2 132;2 151;2,17;2 189
04/21/04;2 049;2 053;2 053;2 054;2 059;2 066;2 067;2 074;2 084;2 094;2 113;2 139;2 159;2,18;2 201
04/20/04;2 051;2 054;2 054;2 054;2 053;2 052;2 056;2 061;2 066;2 077;2 097;2 119;2 137;2 157;2 177
04/19/04;2 053;2 053;2 053;2 053;2 053;2 052;2 052;2 053;2 056;2 065;2 081;2 098;2 116;2 134;2 154
04/16/04;2 053;2 053;2 052;2 054;2 053;2 053;2 052;2 055;2 064;2 075;2 091;2,11;2 129;2,15;2 171
04/15/04;2 052;2 053;2 052;2 053;2 053;2 051;2 053;2 056;2 064;2 075;2,09;2,11;2 133;2 152;2 172
04/14/04;2 053;2 053;2 052;2 053;2 053;2 048;2 048;2 053;2,06;2 066;2 084;2 106;2 125;2 144;2 165
04/13/04;2 052;2 052;2 052;2 053;2 044;2 038;2 036;2 039;2 044;2 054;2 067;2 091;2 105;2 123;2 143
04.08.04;2 051;2 051;2 051;2 052;2 043;2 036;2 033;2 034;2 036;2 045;2 054;2 072;2 085;2 101;2 119
04.07.04;2 051;2,05;2 051;2 053;2 044;2 038;2 034;2 034;2 038;2 042;2 051;2 066;2 082;2 095;2 113
04.06.04;2 051;2,05;2 052;2 057;2 052;2 051;2 047;2 047;2 048;2 056;2 066;2 083;2 098;2 115;2 133
04.05.04;2 047;2 047;2 048;2 058;2 054;2 054;2 055;2 061;2 067;2 077;2 089;2 105;2 122;2,14;2 161
04.02.04;2 045;2 044;2 045;2 047;2 028;2 025;2 021;2 018;2 018;2 019;2 027;2 035;2 045;2 056;2,07
04.01.04;2 033;2 029;2 028;2 022;1 986;1,96;1 949;1 939;1 936;1 936;1 939;1 946;1 956;1 966;1 978
03/31/04;2 031;2 028;2 028;2 024;1 987;1 958;1 948;1,94;1 936;1 937;1 942;1 946;1 958;1 969;1 983
03/30/04;2 049;2 036;2 026;2 025;1 989;1 958;1 949;1 939;1 933;1,93;1 934;1 939;1 946;1 956;1 967
03/29/04;2 073;2 037;2 023;2 016;1 985;1 957;1 941;1,93;1 924;1 922;1 923;1 926;1 934;1 946;1,96
03/26/04;2 074;2 051;2 035;2,02;1 996;1 967;1 946;1 932;1 923;1 919;1 921;1 922;1 929;1 936;1 947
03/25/04;2 076;2 053;2,04;2 028;2 007;1 989;1 971;1 956;1 947;1 942;1 938;1 938;1 945;1 954;1 963
03/24/04;2 078;2 063;2 051;2 044;2 029;2 017;2 009;2 001;1 996;1 994;1 994;1 994;2 001;2,01;2 019
03/23/04;2 055;2 051;2 047;2 042;2 031;2 021;2,01;2 003;1 997;1 995;1 995;1 996;2 006;2 015;2 027
03/22/04;2 045;2 049;2 044;2 042;2 034;2 025;2 015;2 006;2 001;1 997;1 997;1 997;2 005;2 015;2 025
03/19/04;2 038;2 041;2 041;2 043;2 039;2 034;2 025;2 017;2,01;2 009;2 009;2 009;2 016;2 028;2,04
03/18/04;2 033;2 039;2 043;2 046;2 044;2,04;2 036;2 026;2,02;2 017;2 016;2 017;2 025;2 033;2 042
03/17/04;2 038;2 042;2 045;2 052;2 052;2 052;2 051;2 048;2 047;2 047;2 046;2 049;2 054;2 062;2,07
03/16/04;2 044;2 046;2 051;2 053;2 053;2 053;2 052;2 051;2 049;2 049;2 051;2 052;2 059;2 066;2 078
03/15/04;2 045;2 045;2 051;2 053;2 052;2 052;2 052;2 052;2,05;2 049;2 049;2,05;2 056;2 065;2 076
